Entry	Entry name	Status	Gene names	Organism	Length	Mass	Gene encoded by	Version (sequence)
P29590	PML_HUMAN	reviewed	PML MYL PP8675 RNF71 TRIM19	Homo sapiens (Human)	882	97,551		3
P29692	EF1D_HUMAN	reviewed	EEF1D EF1D	Homo sapiens (Human)	281	31,122		5
P29803	ODPAT_HUMAN	reviewed	PDHA2 PDHAL	Homo sapiens (Human)	388	42,933		1
P29966	MARCS_HUMAN	reviewed	MARCKS MACS PRKCSL	Homo sapiens (Human)	332	31,555		4
P29992	GNA11_HUMAN	reviewed	GNA11 GA11	Homo sapiens (Human)	359	42,123		2
P30038	AL4A1_HUMAN	reviewed	ALDH4A1 ALDH4 P5CDH	Homo sapiens (Human)	563	61,719		3
P30040	ERP29_HUMAN	reviewed	ERP29 C12orf8 ERP28	Homo sapiens (Human)	261	28,993		4
P30041	PRDX6_HUMAN	reviewed	PRDX6 AOP2 KIAA0106	Homo sapiens (Human)	224	25,035		3
A0A0B4J2D5	GAL3B_HUMAN	reviewed	GATD3B HES1 KNPI	Homo sapiens (Human)	268	28,142		1
P0DPI2	GAL3A_HUMAN	reviewed	GATD3A C21orf33	Homo sapiens (Human)	268	28,170		1
P30043	BLVRB_HUMAN	reviewed	BLVRB FLR	Homo sapiens (Human)	206	22,119		3
P30044	PRDX5_HUMAN	reviewed	PRDX5 ACR1 SBBI10	Homo sapiens (Human)	214	22,086		4
P30046	DOPD_HUMAN	reviewed	DDT	Homo sapiens (Human)	118	12,712		3
P30048	PRDX3_HUMAN	reviewed	PRDX3 AOP1	Homo sapiens (Human)	256	27,693		3
P30049	ATPD_HUMAN	reviewed	ATP5F1D ATP5D	Homo sapiens (Human)	168	17,490		2
P30050	RL12_HUMAN	reviewed	RPL12	Homo sapiens (Human)	165	17,819		1
P30084	ECHM_HUMAN	reviewed	ECHS1	Homo sapiens (Human)	290	31,387		4
P30085	KCY_HUMAN	reviewed	CMPK1 CMK CMPK UCK UMK UMPK	Homo sapiens (Human)	196	22,222		3
P30086	PEBP1_HUMAN	reviewed	PEBP1 PBP PEBP	Homo sapiens (Human)	187	21,057		3
P30101	PDIA3_HUMAN	reviewed	PDIA3 ERP57 ERP60 GRP58	Homo sapiens (Human)	505	56,782		4
P30153	2AAA_HUMAN	reviewed	PPP2R1A	Homo sapiens (Human)	589	65,309		4
P30405	PPIF_HUMAN	reviewed	PPIF CYP3	Homo sapiens (Human)	207	22,040		1
P30419	NMT1_HUMAN	reviewed	NMT1 NMT	Homo sapiens (Human)	496	56,806		2
P30511	HLAF_HUMAN	reviewed	HLA-F HLA-5.4 HLAF	Homo sapiens (Human)	346	39,062		3
P30519	HMOX2_HUMAN	reviewed	HMOX2 HO2	Homo sapiens (Human)	316	36,033		2
P30520	PURA2_HUMAN	reviewed	ADSS2 ADSS	Homo sapiens (Human)	456	50,097		3
P30533	AMRP_HUMAN	reviewed	LRPAP1 A2MRAP	Homo sapiens (Human)	357	41,466		1
P30566	PUR8_HUMAN	reviewed	ADSL AMPS	Homo sapiens (Human)	484	54,889		2
P30613	KPYR_HUMAN	reviewed	PKLR PK1 PKL	Homo sapiens (Human)	574	61,830		2
P30626	SORCN_HUMAN	reviewed	SRI	Homo sapiens (Human)	198	21,676		1
P30740	ILEU_HUMAN	reviewed	SERPINB1 ELANH2 MNEI PI2	Homo sapiens (Human)	379	42,742		1
P30837	AL1B1_HUMAN	reviewed	ALDH1B1 ALDH5 ALDHX	Homo sapiens (Human)	517	57,206		3
P31025	LCN1_HUMAN	reviewed	LCN1 VEGP	Homo sapiens (Human)	176	19,250		1
P31040	SDHA_HUMAN	reviewed	SDHA SDH2 SDHF	Homo sapiens (Human)	664	72,692		2
P31150	GDIA_HUMAN	reviewed	GDI1 GDIL OPHN2 RABGDIA XAP4	Homo sapiens (Human)	447	50,583		2
P31151	S10A7_HUMAN	reviewed	S100A7 PSOR1 S100A7C	Homo sapiens (Human)	101	11,471		4
P31153	METK2_HUMAN	reviewed	MAT2A AMS2 MATA2	Homo sapiens (Human)	395	43,661		1
P31323	KAP3_HUMAN	reviewed	PRKAR2B	Homo sapiens (Human)	418	46,302		3
P31483	TIA1_HUMAN	reviewed	TIA1	Homo sapiens (Human)	386	42,963		3
P31629	ZEP2_HUMAN	reviewed	HIVEP2	Homo sapiens (Human)	2446	269,053		2
P31689	DNJA1_HUMAN	reviewed	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4	Homo sapiens (Human)	397	44,868		2
P31930	QCR1_HUMAN	reviewed	UQCRC1	Homo sapiens (Human)	480	52,646		3
P31937	3HIDH_HUMAN	reviewed	HIBADH	Homo sapiens (Human)	336	35,329		2
P31939	PUR9_HUMAN	reviewed	ATIC PURH OK/SW-cl.86	Homo sapiens (Human)	592	64,616		3
P31942	HNRH3_HUMAN	reviewed	HNRNPH3 HNRPH3	Homo sapiens (Human)	346	36,926		2
P31943	HNRH1_HUMAN	reviewed	HNRNPH1 HNRPH HNRPH1	Homo sapiens (Human)	449	49,229		4
P31944	CASPE_HUMAN	reviewed	CASP14	Homo sapiens (Human)	242	27,680		2
P31946	1433B_HUMAN	reviewed	YWHAB	Homo sapiens (Human)	246	28,082		3
P31947	1433S_HUMAN	reviewed	SFN HME1	Homo sapiens (Human)	248	27,774		1
P31948	STIP1_HUMAN	reviewed	STIP1	Homo sapiens (Human)	543	62,639		1
P31949	S10AB_HUMAN	reviewed	S100A11 MLN70 S100C	Homo sapiens (Human)	105	11,740		2
P32004	L1CAM_HUMAN	reviewed	L1CAM CAML1 MIC5	Homo sapiens (Human)	1257	140,003		2
P32119	PRDX2_HUMAN	reviewed	PRDX2 NKEFB TDPX1	Homo sapiens (Human)	198	21,892		5
P32322	P5CR1_HUMAN	reviewed	PYCR1	Homo sapiens (Human)	319	33,361		2
P32418	NAC1_HUMAN	reviewed	SLC8A1 CNC NCX1	Homo sapiens (Human)	973	108,547		3
P32455	GBP1_HUMAN	reviewed	GBP1	Homo sapiens (Human)	592	67,931		2
P32456	GBP2_HUMAN	reviewed	GBP2	Homo sapiens (Human)	591	67,209		3
P32969	RL9_HUMAN	reviewed	RPL9 OK/SW-cl.103; RPL9P7; RPL9P8; RPL9P9	Homo sapiens (Human)	192	21,863		1
P33121	ACSL1_HUMAN	reviewed	ACSL1 FACL1 FACL2 LACS LACS1 LACS2	Homo sapiens (Human)	698	77,943		1
P33176	KINH_HUMAN	reviewed	KIF5B KNS KNS1	Homo sapiens (Human)	963	109,685		1
P33240	CSTF2_HUMAN	reviewed	CSTF2	Homo sapiens (Human)	577	60,959		1
P33261	CP2CJ_HUMAN	reviewed	CYP2C19	Homo sapiens (Human)	490	55,931		3
P33316	DUT_HUMAN	reviewed	DUT	Homo sapiens (Human)	252	26,563		4
P33991	MCM4_HUMAN	reviewed	MCM4 CDC21	Homo sapiens (Human)	863	96,558		5
P33993	MCM7_HUMAN	reviewed	MCM7 CDC47 MCM2	Homo sapiens (Human)	719	81,308		4
P34059	GALNS_HUMAN	reviewed	GALNS	Homo sapiens (Human)	522	58,026		1
P34897	GLYM_HUMAN	reviewed	SHMT2	Homo sapiens (Human)	504	55,993		3
P34932	HSP74_HUMAN	reviewed	HSPA4 APG2	Homo sapiens (Human)	840	94,331		4
P34949	MPI_HUMAN	reviewed	MPI PMI1	Homo sapiens (Human)	423	46,656		2
P35052	GPC1_HUMAN	reviewed	GPC1	Homo sapiens (Human)	558	61,680		2
P35080	PROF2_HUMAN	reviewed	PFN2	Homo sapiens (Human)	140	15,046		3
P35221	CTNA1_HUMAN	reviewed	CTNNA1	Homo sapiens (Human)	906	100,071		1
P35222	CTNB1_HUMAN	reviewed	CTNNB1 CTNNB OK/SW-cl.35 PRO2286	Homo sapiens (Human)	781	85,497		1
P35232	PHB_HUMAN	reviewed	PHB PHB1	Homo sapiens (Human)	272	29,804		1
P35237	SPB6_HUMAN	reviewed	SERPINB6 PI6 PTI	Homo sapiens (Human)	376	42,622		3
P35241	RADI_HUMAN	reviewed	RDX	Homo sapiens (Human)	583	68,564		1
P35268	RL22_HUMAN	reviewed	RPL22	Homo sapiens (Human)	128	14,787		2
P35354	PGH2_HUMAN	reviewed	PTGS2 COX2	Homo sapiens (Human)	604	68,996		2
P35442	TSP2_HUMAN	reviewed	THBS2 TSP2	Homo sapiens (Human)	1172	129,991		2
P35443	TSP4_HUMAN	reviewed	THBS4 TSP4	Homo sapiens (Human)	961	105,869		2
P35527	K1C9_HUMAN	reviewed	KRT9	Homo sapiens (Human)	623	62,064		3
P35555	FBN1_HUMAN	reviewed	FBN1 FBN	Homo sapiens (Human)	2871	312,298		4
P35556	FBN2_HUMAN	reviewed	FBN2	Homo sapiens (Human)	2912	314,775		3
P35573	GDE_HUMAN	reviewed	AGL GDE	Homo sapiens (Human)	1532	174,764		3
P35579	MYH9_HUMAN	reviewed	MYH9	Homo sapiens (Human)	1960	226,532		4
P35580	MYH10_HUMAN	reviewed	MYH10	Homo sapiens (Human)	1976	228,999		3
P35606	COPB2_HUMAN	reviewed	COPB2	Homo sapiens (Human)	906	102,487		2
P35609	ACTN2_HUMAN	reviewed	ACTN2	Homo sapiens (Human)	894	103,854		1
P35611	ADDA_HUMAN	reviewed	ADD1 ADDA	Homo sapiens (Human)	737	80,955		2
P35613	BASI_HUMAN	reviewed	BSG UNQ6505/PRO21383	Homo sapiens (Human)	385	42,200		2
P35625	TIMP3_HUMAN	reviewed	TIMP3	Homo sapiens (Human)	211	24,145		2
P35637	FUS_HUMAN	reviewed	FUS TLS	Homo sapiens (Human)	526	53,426		1
P35659	DEK_HUMAN	reviewed	DEK	Homo sapiens (Human)	375	42,674		1
P35749	MYH11_HUMAN	reviewed	MYH11 KIAA0866	Homo sapiens (Human)	1972	227,339		3
P35754	GLRX1_HUMAN	reviewed	GLRX GRX	Homo sapiens (Human)	106	11,776		2
P35908	K22E_HUMAN	reviewed	KRT2 KRT2A KRT2E	Homo sapiens (Human)	639	65,433		2
P35914	HMGCL_HUMAN	reviewed	HMGCL	Homo sapiens (Human)	325	34,360		2
P35998	PRS7_HUMAN	reviewed	PSMC2 MSS1	Homo sapiens (Human)	433	48,634		3
P36269	GGT5_HUMAN	reviewed	GGT5 GGTLA1	Homo sapiens (Human)	586	62,261		2
P36405	ARL3_HUMAN	reviewed	ARL3 ARFL3	Homo sapiens (Human)	182	20,456		2
P36507	MP2K2_HUMAN	reviewed	MAP2K2 MEK2 MKK2 PRKMK2	Homo sapiens (Human)	400	44,424		1
P36542	ATPG_HUMAN	reviewed	ATP5F1C ATP5C ATP5C1 ATP5CL1	Homo sapiens (Human)	298	32,996		1
P36543	VATE1_HUMAN	reviewed	ATP6V1E1 ATP6E ATP6E2	Homo sapiens (Human)	226	26,145		1
P36551	HEM6_HUMAN	reviewed	CPOX CPO CPX	Homo sapiens (Human)	454	50,152		3
P36578	RL4_HUMAN	reviewed	RPL4 RPL1	Homo sapiens (Human)	427	47,697		5
P36776	LONM_HUMAN	reviewed	LONP1 PRSS15	Homo sapiens (Human)	959	106,489		2
P36871	PGM1_HUMAN	reviewed	PGM1	Homo sapiens (Human)	562	61,449		3
P36873	PP1G_HUMAN	reviewed	PPP1CC	Homo sapiens (Human)	323	36,984		1
P36952	SPB5_HUMAN	reviewed	SERPINB5 PI5	Homo sapiens (Human)	375	42,100		2
P36955	PEDF_HUMAN	reviewed	SERPINF1 PEDF PIG35	Homo sapiens (Human)	418	46,312		4
P36957	ODO2_HUMAN	reviewed	DLST DLTS	Homo sapiens (Human)	453	48,755		4
P37108	SRP14_HUMAN	reviewed	SRP14	Homo sapiens (Human)	136	14,570		2
P37802	TAGL2_HUMAN	reviewed	TAGLN2 KIAA0120 CDABP0035	Homo sapiens (Human)	199	22,391		3
P37837	TALDO_HUMAN	reviewed	TALDO1 TAL TALDO TALDOR	Homo sapiens (Human)	337	37,540		2
P38117	ETFB_HUMAN	reviewed	ETFB FP585	Homo sapiens (Human)	255	27,844		3
P38159	RBMX_HUMAN	reviewed	RBMX HNRPG RBMXP1	Homo sapiens (Human)	391	42,332		3
P38606	VATA_HUMAN	reviewed	ATP6V1A ATP6A1 ATP6V1A1 VPP2	Homo sapiens (Human)	617	68,304		2
P38646	GRP75_HUMAN	reviewed	HSPA9 GRP75 HSPA9B mt-HSP70	Homo sapiens (Human)	679	73,680		2
P38919	IF4A3_HUMAN	reviewed	EIF4A3 DDX48 KIAA0111	Homo sapiens (Human)	411	46,871		4
P39019	RS19_HUMAN	reviewed	RPS19	Homo sapiens (Human)	145	16,060		2
P39023	RL3_HUMAN	reviewed	RPL3 OK/SW-cl.32	Homo sapiens (Human)	403	46,109		2
P39059	COFA1_HUMAN	reviewed	COL15A1	Homo sapiens (Human)	1388	141,720		2
P39060	COIA1_HUMAN	reviewed	COL18A1	Homo sapiens (Human)	1754	178,188		5
P39656	OST48_HUMAN	reviewed	DDOST KIAA0115 OST48 OK/SW-cl.45	Homo sapiens (Human)	456	50,801		4
P39687	AN32A_HUMAN	reviewed	ANP32A C15orf1 LANP MAPM PHAP1	Homo sapiens (Human)	249	28,585		1
P39748	FEN1_HUMAN	reviewed	FEN1 RAD2	Homo sapiens (Human)	380	42,593		1
P40121	CAPG_HUMAN	reviewed	CAPG AFCP MCP	Homo sapiens (Human)	348	38,499		2
P40123	CAP2_HUMAN	reviewed	CAP2	Homo sapiens (Human)	477	52,824		1
P40222	TXLNA_HUMAN	reviewed	TXLNA TXLN	Homo sapiens (Human)	546	61,891		3
P40227	TCPZ_HUMAN	reviewed	CCT6A CCT6 CCTZ	Homo sapiens (Human)	531	58,024		3
P40261	NNMT_HUMAN	reviewed	NNMT	Homo sapiens (Human)	264	29,574		1
P40306	PSB10_HUMAN	reviewed	PSMB10 LMP10 MECL1	Homo sapiens (Human)	273	28,936		1
P40429	RL13A_HUMAN	reviewed	RPL13A	Homo sapiens (Human)	203	23,577		2
P40763	STAT3_HUMAN	reviewed	STAT3 APRF	Homo sapiens (Human)	770	88,068		2
P40925	MDHC_HUMAN	reviewed	MDH1 MDHA	Homo sapiens (Human)	334	36,426		4
P40926	MDHM_HUMAN	reviewed	MDH2	Homo sapiens (Human)	338	35,503		3
P40939	ECHA_HUMAN	reviewed	HADHA HADH	Homo sapiens (Human)	763	83,000		2
P41091	IF2G_HUMAN	reviewed	EIF2S3 EIF2G	Homo sapiens (Human)	472	51,109		3
P41221	WNT5A_HUMAN	reviewed	WNT5A	Homo sapiens (Human)	380	42,339		2
P41227	NAA10_HUMAN	reviewed	NAA10 ARD1 ARD1A TE2	Homo sapiens (Human)	235	26,459		1
P41240	CSK_HUMAN	reviewed	CSK	Homo sapiens (Human)	450	50,704		1
P41250	GARS_HUMAN	reviewed	GARS1 GARS	Homo sapiens (Human)	739	83,166		3
P41252	SYIC_HUMAN	reviewed	IARS1 IARS	Homo sapiens (Human)	1262	144,498		2
P41567	EIF1_HUMAN	reviewed	EIF1 SUI1	Homo sapiens (Human)	113	12,732		1
P42025	ACTY_HUMAN	reviewed	ACTR1B CTRN2	Homo sapiens (Human)	376	42,293		1
P42126	ECI1_HUMAN	reviewed	ECI1 DCI	Homo sapiens (Human)	302	32,816		1
P42167	LAP2B_HUMAN	reviewed	TMPO LAP2	Homo sapiens (Human)	454	50,670		2
P42224	STAT1_HUMAN	reviewed	STAT1	Homo sapiens (Human)	750	87,335		2
P42330	AK1C3_HUMAN	reviewed	AKR1C3 DDH1 HSD17B5 KIAA0119 PGFS	Homo sapiens (Human)	323	36,853		4
P42357	HUTH_HUMAN	reviewed	HAL HIS	Homo sapiens (Human)	657	72,698		1
P42566	EPS15_HUMAN	reviewed	EPS15 AF1P	Homo sapiens (Human)	896	98,656		2
P42677	RS27_HUMAN	reviewed	RPS27 MPS1	Homo sapiens (Human)	84	9,461		3
P42704	LPPRC_HUMAN	reviewed	LRPPRC LRP130	Homo sapiens (Human)	1394	157,905		3
P42765	THIM_HUMAN	reviewed	ACAA2	Homo sapiens (Human)	397	41,924		2
P42766	RL35_HUMAN	reviewed	RPL35	Homo sapiens (Human)	123	14,551		2
P42785	PCP_HUMAN	reviewed	PRCP PCP	Homo sapiens (Human)	496	55,800		1
P42892	ECE1_HUMAN	reviewed	ECE1	Homo sapiens (Human)	770	87,164		2
P43007	SATT_HUMAN	reviewed	SLC1A4 ASCT1 SATT	Homo sapiens (Human)	532	55,723		1
P43034	LIS1_HUMAN	reviewed	PAFAH1B1 LIS1 MDCR MDS PAFAHA	Homo sapiens (Human)	410	46,638		2
P43121	MUC18_HUMAN	reviewed	MCAM MUC18	Homo sapiens (Human)	646	71,607		2
P43155	CACP_HUMAN	reviewed	CRAT CAT1	Homo sapiens (Human)	626	70,858		5
P43243	MATR3_HUMAN	reviewed	MATR3 KIAA0723	Homo sapiens (Human)	847	94,623		2
P43304	GPDM_HUMAN	reviewed	GPD2	Homo sapiens (Human)	727	80,853		3
P43307	SSRA_HUMAN	reviewed	SSR1 TRAPA PSEC0262	Homo sapiens (Human)	286	32,235		3
P43487	RANG_HUMAN	reviewed	RANBP1	Homo sapiens (Human)	201	23,310		1
P43490	NAMPT_HUMAN	reviewed	NAMPT PBEF PBEF1	Homo sapiens (Human)	491	55,521		1
P43652	AFAM_HUMAN	reviewed	AFM ALB2 ALBA	Homo sapiens (Human)	599	69,069		1
P43686	PRS6B_HUMAN	reviewed	PSMC4 MIP224 TBP7	Homo sapiens (Human)	418	47,366		2
P43897	EFTS_HUMAN	reviewed	TSFM	Homo sapiens (Human)	325	35,391		2
P45379	TNNT2_HUMAN	reviewed	TNNT2	Homo sapiens (Human)	298	35,924		3
P45880	VDAC2_HUMAN	reviewed	VDAC2	Homo sapiens (Human)	294	31,567		2
P45954	ACDSB_HUMAN	reviewed	ACADSB	Homo sapiens (Human)	432	47,485		1
P45973	CBX5_HUMAN	reviewed	CBX5 HP1A	Homo sapiens (Human)	191	22,225		1
P45974	UBP5_HUMAN	reviewed	USP5 ISOT	Homo sapiens (Human)	858	95,786		2
P46060	RAGP1_HUMAN	reviewed	RANGAP1 KIAA1835 SD	Homo sapiens (Human)	587	63,542		1
P46063	RECQ1_HUMAN	reviewed	RECQL RECQ1 RECQL1	Homo sapiens (Human)	649	73,457		3
P46109	CRKL_HUMAN	reviewed	CRKL	Homo sapiens (Human)	303	33,777		1
P46199	IF2M_HUMAN	reviewed	MTIF2	Homo sapiens (Human)	727	81,317		2
P46379	BAG6_HUMAN	reviewed	BAG6 BAT3 G3	Homo sapiens (Human)	1132	119,409		2
P46459	NSF_HUMAN	reviewed	NSF	Homo sapiens (Human)	744	82,594		3
P46776	RL27A_HUMAN	reviewed	RPL27A	Homo sapiens (Human)	148	16,561		2
P46777	RL5_HUMAN	reviewed	RPL5 MSTP030	Homo sapiens (Human)	297	34,363		3
P46778	RL21_HUMAN	reviewed	RPL21	Homo sapiens (Human)	160	18,565		2
P46779	RL28_HUMAN	reviewed	RPL28	Homo sapiens (Human)	137	15,748		3
P46781	RS9_HUMAN	reviewed	RPS9	Homo sapiens (Human)	194	22,591		3
P46782	RS5_HUMAN	reviewed	RPS5	Homo sapiens (Human)	204	22,876		4
P46783	RS10_HUMAN	reviewed	RPS10	Homo sapiens (Human)	165	18,898		1
P46821	MAP1B_HUMAN	reviewed	MAP1B	Homo sapiens (Human)	2468	270,634		2
P46937	YAP1_HUMAN	reviewed	YAP1 YAP65	Homo sapiens (Human)	504	54,462		2
P46939	UTRN_HUMAN	reviewed	UTRN DMDL DRP1	Homo sapiens (Human)	3433	394,466		2
P46940	IQGA1_HUMAN	reviewed	IQGAP1 KIAA0051	Homo sapiens (Human)	1657	189,252		1
P46976	GLYG_HUMAN	reviewed	GYG1 GYG	Homo sapiens (Human)	350	39,384		4
P46977	STT3A_HUMAN	reviewed	STT3A ITM1 TMC	Homo sapiens (Human)	705	80,530		2
P47755	CAZA2_HUMAN	reviewed	CAPZA2	Homo sapiens (Human)	286	32,949		3
P47756	CAPZB_HUMAN	reviewed	CAPZB	Homo sapiens (Human)	277	31,350		4
P47813	IF1AX_HUMAN	reviewed	EIF1AX EIF1A EIF4C	Homo sapiens (Human)	144	16,460		2
P47895	AL1A3_HUMAN	reviewed	ALDH1A3 ALDH6	Homo sapiens (Human)	512	56,108		2
P47897	SYQ_HUMAN	reviewed	QARS1 QARS	Homo sapiens (Human)	775	87,799		1
P47914	RL29_HUMAN	reviewed	RPL29	Homo sapiens (Human)	159	17,752		2
P47929	LEG7_HUMAN	reviewed	LGALS7 PIG1; LGALS7B	Homo sapiens (Human)	136	15,075		2
P47985	UCRI_HUMAN	reviewed	UQCRFS1	Homo sapiens (Human)	274	29,668		2
P48047	ATPO_HUMAN	reviewed	ATP5PO ATP5O ATPO	Homo sapiens (Human)	213	23,277		1
P48059	LIMS1_HUMAN	reviewed	LIMS1 PINCH PINCH1	Homo sapiens (Human)	325	37,251		4
P48061	SDF1_HUMAN	reviewed	CXCL12 SDF1 SDF1A SDF1B	Homo sapiens (Human)	93	10,666		1
P48147	PPCE_HUMAN	reviewed	PREP PEP	Homo sapiens (Human)	710	80,700		2
P48163	MAOX_HUMAN	reviewed	ME1	Homo sapiens (Human)	572	64,150		1
P48307	TFPI2_HUMAN	reviewed	TFPI2	Homo sapiens (Human)	235	26,934		1
P48444	COPD_HUMAN	reviewed	ARCN1 COPD	Homo sapiens (Human)	511	57,210		1
P48449	LSS_HUMAN	reviewed	LSS OSC	Homo sapiens (Human)	732	83,309		1
P48509	CD151_HUMAN	reviewed	CD151 TSPAN24	Homo sapiens (Human)	253	28,295		3
P48556	PSMD8_HUMAN	reviewed	PSMD8	Homo sapiens (Human)	350	39,612		2
P48594	SPB4_HUMAN	reviewed	SERPINB4 PI11 SCCA2	Homo sapiens (Human)	390	44,854		2
P48637	GSHB_HUMAN	reviewed	GSS	Homo sapiens (Human)	474	52,385		1
P48643	TCPE_HUMAN	reviewed	CCT5 CCTE KIAA0098	Homo sapiens (Human)	541	59,671		1
P48668	K2C6C_HUMAN	reviewed	KRT6C KRT6E	Homo sapiens (Human)	564	60,025		3
P48681	NEST_HUMAN	reviewed	NES Nbla00170	Homo sapiens (Human)	1621	177,439		2
P48723	HSP13_HUMAN	reviewed	HSPA13 STCH	Homo sapiens (Human)	471	51,927		1
P48735	IDHP_HUMAN	reviewed	IDH2	Homo sapiens (Human)	452	50,909		2
P48739	PIPNB_HUMAN	reviewed	PITPNB	Homo sapiens (Human)	271	31,540		2
P48740	MASP1_HUMAN	reviewed	MASP1 CRARF CRARF1 PRSS5	Homo sapiens (Human)	699	79,247		3
P49006	MRP_HUMAN	reviewed	MARCKSL1 MLP MRP	Homo sapiens (Human)	195	19,529		2
P49023	PAXI_HUMAN	reviewed	PXN	Homo sapiens (Human)	591	64,505		3
P49189	AL9A1_HUMAN	reviewed	ALDH9A1 ALDH4 ALDH7 ALDH9	Homo sapiens (Human)	494	53,802		3
P49207	RL34_HUMAN	reviewed	RPL34	Homo sapiens (Human)	117	13,293		3
P49257	LMAN1_HUMAN	reviewed	LMAN1 ERGIC53 F5F8D	Homo sapiens (Human)	510	57,549		2
P49321	NASP_HUMAN	reviewed	NASP	Homo sapiens (Human)	788	85,238		2
P49327	FAS_HUMAN	reviewed	FASN FAS	Homo sapiens (Human)	2511	273,427		3
P49354	FNTA_HUMAN	reviewed	FNTA	Homo sapiens (Human)	379	44,409		1
P49368	TCPG_HUMAN	reviewed	CCT3 CCTG TRIC5	Homo sapiens (Human)	545	60,534		4
P49406	RM19_HUMAN	reviewed	MRPL19 KIAA0104 MRPL15	Homo sapiens (Human)	292	33,535		2
P49411	EFTU_HUMAN	reviewed	TUFM	Homo sapiens (Human)	452	49,542		2
P49419	AL7A1_HUMAN	reviewed	ALDH7A1 ATQ1	Homo sapiens (Human)	539	58,487		5
P49454	CENPF_HUMAN	reviewed	CENPF	Homo sapiens (Human)	3114	357,527		3
P49458	SRP09_HUMAN	reviewed	SRP9	Homo sapiens (Human)	86	10,112		2
P49585	PCY1A_HUMAN	reviewed	PCYT1A CTPCT PCYT1	Homo sapiens (Human)	367	41,731		2
P49588	SYAC_HUMAN	reviewed	AARS1 AARS	Homo sapiens (Human)	968	106,810		2
P49589	SYCC_HUMAN	reviewed	CARS1 CARS	Homo sapiens (Human)	748	85,473		3
P49590	SYHM_HUMAN	reviewed	HARS2 HARSL HARSR HO3	Homo sapiens (Human)	506	56,888		1
P49591	SYSC_HUMAN	reviewed	SARS1 SARS SERS	Homo sapiens (Human)	514	58,777		3
P49720	PSB3_HUMAN	reviewed	PSMB3	Homo sapiens (Human)	205	22,949		2
P49721	PSB2_HUMAN	reviewed	PSMB2	Homo sapiens (Human)	201	22,836		1
P49736	MCM2_HUMAN	reviewed	MCM2 BM28 CCNL1 CDCL1 KIAA0030	Homo sapiens (Human)	904	101,896		4
P49746	TSP3_HUMAN	reviewed	THBS3 TSP3	Homo sapiens (Human)	956	104,201		1
P49747	COMP_HUMAN	reviewed	COMP	Homo sapiens (Human)	757	82,860		2
P49748	ACADV_HUMAN	reviewed	ACADVL VLCAD	Homo sapiens (Human)	655	70,390		1
P49750	YLPM1_HUMAN	reviewed	YLPM1 C14orf170 ZAP3	Homo sapiens (Human)	2146	241,645		4
P49753	ACOT2_HUMAN	reviewed	ACOT2 PTE2 PTE2A	Homo sapiens (Human)	483	53,218		6
P49755	TMEDA_HUMAN	reviewed	TMED10 TMP21	Homo sapiens (Human)	219	24,976		2
P49756	RBM25_HUMAN	reviewed	RBM25 RNPC7	Homo sapiens (Human)	843	100,185		3
P49773	HINT1_HUMAN	reviewed	HINT1 HINT PKCI1 PRKCNH1	Homo sapiens (Human)	126	13,802		2
P49792	RBP2_HUMAN	reviewed	RANBP2 NUP358	Homo sapiens (Human)	3224	358,199		2
P49821	NDUV1_HUMAN	reviewed	NDUFV1 UQOR1	Homo sapiens (Human)	464	50,817		4
P49903	SPS1_HUMAN	reviewed	SEPHS1 SELD SPS SPS1	Homo sapiens (Human)	392	42,911		2
P49915	GUAA_HUMAN	reviewed	GMPS	Homo sapiens (Human)	693	76,715		1
P50213	IDH3A_HUMAN	reviewed	IDH3A	Homo sapiens (Human)	366	39,592		1
P50238	CRIP1_HUMAN	reviewed	CRIP1 CRIP CRP1	Homo sapiens (Human)	77	8,533		3
P50281	MMP14_HUMAN	reviewed	MMP14	Homo sapiens (Human)	582	65,894		3
P50395	GDIB_HUMAN	reviewed	GDI2 RABGDIB	Homo sapiens (Human)	445	50,663		2
P50402	EMD_HUMAN	reviewed	EMD EDMD STA	Homo sapiens (Human)	254	28,994		1
P50416	CPT1A_HUMAN	reviewed	CPT1A CPT1	Homo sapiens (Human)	773	88,368		2
P50440	GATM_HUMAN	reviewed	GATM AGAT	Homo sapiens (Human)	423	48,455		1
P50453	SPB9_HUMAN	reviewed	SERPINB9 PI9	Homo sapiens (Human)	376	42,404		1
P50454	SERPH_HUMAN	reviewed	SERPINH1 CBP1 CBP2 HSP47 SERPINH2 PIG14	Homo sapiens (Human)	418	46,441		2
P50461	CSRP3_HUMAN	reviewed	CSRP3 CLP MLP	Homo sapiens (Human)	194	20,969		1
P50479	PDLI4_HUMAN	reviewed	PDLIM4 RIL	Homo sapiens (Human)	330	35,398		2
P50502	F10A1_HUMAN	reviewed	ST13 AAG2 FAM10A1 HIP SNC6	Homo sapiens (Human)	369	41,332		2
P50552	VASP_HUMAN	reviewed	VASP	Homo sapiens (Human)	380	39,830		3
P50570	DYN2_HUMAN	reviewed	DNM2 DYN2	Homo sapiens (Human)	870	98,064		2
P50579	MAP2_HUMAN	reviewed	METAP2 MNPEP P67EIF2	Homo sapiens (Human)	478	52,892		1
P50583	AP4A_HUMAN	reviewed	NUDT2 APAH1	Homo sapiens (Human)	147	16,829		3
